"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé"
"S22-0105194","AssBase",2022-01-05,2022-01-05,2022-03-26,2022-03-26,199.1,199.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0105804","AssBase",2022-05-15,2022-05-16,2022-05-30,2022-05-30,316.84,316.84,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0105974","AssBase",2022-01-03,2022-01-03,2022-10-07,2022-10-07,238.65,238.65,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0106161","AssBase",2022-08-25,2022-08-26,2022-12-04,2022-12-04,263.31,263.31,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0106251","AssBase",2022-07-10,2022-07-12,2022-08-23,2022-08-23,248.47,248.47,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0106469","AssBase",2022-08-02,2022-08-03,2022-10-03,2022-10-03,162.82,162.82,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0106569","AssBase",2022-07-30,2022-07-30,2022-08-23,2022-08-23,178.42,178.42,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0106748","AssBase",2022-06-10,2022-06-18,2022-08-16,2022-08-16,205.17,205.17,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
"S22-0106793","AssBase",2022-07-15,2022-07-16,2022-08-10,2022-08-10,172.38,172.38,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0106810","AssBase",2022-05-23,2022-06-11,2022-10-12,2022-10-12,223.99,223.99,FALSE,FALSE,FALSE,FALSE,FALSE,19,1,1
"S22-0106831","AssBase",2022-03-07,2022-03-07,2022-06-06,2022-06-06,217.66,217.66,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0107048","AssBase",2022-05-21,2022-05-22,2022-05-22,2022-05-22,168.68,168.68,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0107093","AssBase",2022-04-21,2022-04-21,2022-05-17,2022-05-17,188.22,188.22,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0107137","AssBase",2022-10-16,2022-10-17,2022-11-16,2022-11-16,130.33,130.33,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0107585","AssBase",2022-01-08,2022-01-12,2022-05-17,2022-05-17,5752.59,5752.59,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S22-0107605","AssBase",2022-02-08,2022-02-08,2022-03-07,2022-03-07,232.34,232.34,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0108128","AssBase",2022-02-01,2022-02-02,2022-04-01,2022-04-01,181.16,181.16,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0108180","AssBase",2022-12-17,2022-12-17,2022-12-17,2022-12-17,251.24,251.24,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0108252","AssBase",2022-06-29,2022-06-29,2022-07-15,2022-07-15,237.26,237.26,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0108439","AssBase",2022-09-24,2022-10-02,2022-12-04,2022-12-04,175.3,175.3,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
"S22-0108658","AssBase",2022-06-29,2022-06-29,2022-11-08,2022-11-08,210.49,210.49,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0108693","AssBase",2022-02-09,2022-02-11,2022-03-30,2022-03-30,179.36,179.36,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0108934","AssBase",2022-09-05,2022-09-13,2023-05-01,2023-05-01,189.87,189.87,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
"S22-0108974","AssBase",2022-02-14,2022-02-20,2022-04-19,2022-04-19,131.66,131.66,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S22-0109216","AssBase",2022-12-23,2022-12-23,2023-03-11,2023-03-11,229.32,229.32,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0109292","AssBase",2022-07-09,2022-07-09,2022-08-03,2022-08-03,190.22,190.22,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0109525","AssBase",2022-04-05,2022-04-06,2022-07-06,2022-07-06,144.32,144.32,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0109692","AssBase",2022-05-13,2022-05-25,2022-06-09,2022-06-09,202.61,202.61,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1
"S22-0110132","AssBase",2022-07-07,2022-07-07,2023-05-29,2023-05-29,275.2,275.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0110168","AssBase",2022-01-25,2022-01-25,2022-05-19,2022-05-19,197.22,197.22,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0110348","AssBase",2022-02-18,2022-02-19,2022-04-16,2022-04-16,204.65,204.65,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0110369","AssBase",2022-12-14,2022-12-17,2023-03-16,2023-03-16,173.51,173.51,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0110441","AssBase",2022-04-12,2022-04-13,2022-05-17,2022-05-17,227.96,227.96,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0110465","AssBase",2022-01-10,2022-01-10,2022-01-19,2022-01-19,201.69,201.69,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0110826","AssBase",2022-12-09,2022-12-09,2023-02-02,2023-02-02,250.92,250.92,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0111004","AssBase",2022-07-24,2022-07-25,2022-09-06,2022-09-06,298.96,298.96,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0111091","AssBase",2022-01-19,2022-01-22,2022-02-28,2022-02-28,270.39,270.39,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0111250","AssBase",2022-11-07,2022-11-09,2022-12-31,2022-12-31,210.28,210.28,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0111271","AssBase",2022-05-22,2022-05-24,2022-07-12,2022-07-12,163.54,163.54,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0111541","AssBase",2022-08-30,2022-08-31,2022-12-24,2022-12-24,283.66,283.66,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0111596","AssBase",2022-03-25,2022-03-25,2022-11-23,2022-11-23,235.6,235.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0111733","AssBase",2022-05-23,2022-06-06,2022-08-22,2022-08-22,227.57,227.57,FALSE,FALSE,FALSE,FALSE,FALSE,14,1,1
"S22-0111777","AssBase",2022-12-19,2022-12-24,2023-02-22,2023-02-22,211.08,211.08,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S22-0111833","AssBase",2022-12-25,2022-12-25,2022-12-25,2022-12-25,277.94,277.94,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0111912","AssBase",2022-09-21,2022-09-21,2022-09-21,2022-09-21,250.77,250.77,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0112019","AssBase",2022-11-20,2022-12-02,2022-12-17,2022-12-17,229.93,229.93,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1
"S22-0112121","AssBase",2022-02-11,2022-02-22,2022-04-18,2022-04-18,185.22,185.22,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1
"S22-0112331","AssBase",2022-09-19,2022-09-19,2022-10-24,2022-10-24,177.68,177.68,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0112384","AssBase",2022-02-11,2022-02-11,2022-02-24,2022-02-24,310.52,310.52,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0112732","AssBase",2022-11-18,2022-11-18,2023-02-09,2023-02-09,169.89,169.89,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0112999","AssBase",2022-01-01,2022-01-02,2022-01-24,2022-01-24,-246.23,-246.23,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S22-0113015","AssBase",2022-05-17,2022-05-17,2022-07-15,2022-07-15,217.48,217.48,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0113137","AssBase",2022-06-04,2022-06-07,2022-07-20,2022-07-20,190.26,190.26,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0113460","AssBase",2022-12-28,2022-12-29,2023-04-29,2023-04-29,265.94,265.94,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0113529","AssBase",2022-12-22,2022-12-24,2023-02-11,2023-02-11,236.37,236.37,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0113916","AssBase",2022-01-03,2022-01-06,2022-07-09,2022-07-09,206,206,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0114123","AssBase",2022-03-18,2022-03-24,2022-05-06,2022-05-06,172.99,172.99,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S22-0114201","AssBase",2022-06-28,2022-06-30,2022-09-27,2022-09-27,228.22,228.22,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0114214","AssBase",2022-09-19,2022-09-20,2022-12-29,2022-12-29,266.91,266.91,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0114254","AssBase",2022-02-05,2022-02-13,2022-03-31,2022-03-31,162.98,162.98,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
"S22-0114551","AssBase",2022-10-30,2022-11-01,2022-12-07,2022-12-07,218.77,218.77,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0114751","AssBase",2022-09-01,2022-09-01,2022-10-17,2022-10-17,203.3,203.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0114867","AssBase",2022-02-19,2022-02-19,2022-06-11,2022-06-11,243.53,243.53,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0115613","AssBase",2022-07-21,2022-07-23,2022-08-28,2022-08-28,161.74,161.74,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0115664","AssBase",2022-11-01,2022-11-02,2022-11-02,2022-11-02,205.13,205.13,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0115749","AssBase",2022-05-29,2022-05-29,2022-10-22,2022-10-22,217.32,217.32,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0115849","AssBase",2022-04-07,2022-04-08,2022-05-18,2022-05-18,273.45,273.45,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0116122","AssBase",2022-10-27,2022-10-30,2022-11-13,2022-11-13,223.89,223.89,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0116466","AssBase",2022-08-02,2022-08-04,2022-10-07,2022-10-07,177.86,177.86,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0116803","AssBase",2022-03-18,2022-03-18,2022-04-19,2022-04-19,163.1,163.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0116846","AssBase",2022-08-20,2022-08-21,2022-09-08,2022-09-08,216.2,216.2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0116958","AssBase",2022-03-07,2022-03-08,2022-03-18,2022-03-18,237.31,237.31,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0117096","AssBase",2022-04-24,2022-04-24,2022-05-02,2022-05-02,192.26,192.26,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0117615","AssBase",2022-07-23,2022-07-23,2022-10-11,2022-10-11,256.4,256.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0117794","AssBase",2022-08-29,2022-08-30,2022-11-16,2022-11-16,183.01,183.01,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0117861","AssBase",2022-01-26,2022-01-27,2022-02-27,2022-02-27,215.53,215.53,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0117929","AssBase",2022-08-06,2022-08-06,2022-10-19,2022-10-19,171.49,171.49,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0118006","AssBase",2022-10-09,2022-10-13,2022-11-20,2022-11-20,239.02,239.02,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S22-0118042","AssBase",2022-02-09,2022-02-10,2022-04-28,2022-04-28,178.74,178.74,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0118130","AssBase",2022-11-09,2022-11-09,2022-11-21,2022-11-21,261.23,261.23,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0118164","AssBase",2022-10-08,2022-10-09,2022-10-24,2022-10-24,223.99,223.99,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0118182","AssBase",2022-06-06,2022-06-07,2022-11-01,2022-11-01,228.12,228.12,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0118672","AssBase",2022-10-08,2022-10-08,2022-10-25,2022-10-25,227.26,227.26,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0118765","AssBase",2022-07-13,2022-07-13,2022-08-20,2022-08-20,201.77,201.77,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0118963","AssBase",2022-02-16,2022-02-17,2022-07-11,2022-07-11,199.52,199.52,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0119041","AssBase",2022-02-10,2022-02-12,2022-02-28,2022-02-28,231.57,231.57,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0119183","AssBase",2022-03-30,2022-04-03,2022-04-03,2022-04-03,261.96,261.96,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S22-0119202","AssBase",2022-07-02,2022-07-03,2022-08-30,2022-08-30,186.44,186.44,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0119291","AssBase",2022-09-03,2022-09-08,2022-12-04,2022-12-04,151.87,151.87,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S22-0119450","AssBase",2022-01-17,2022-01-18,2022-04-12,2022-04-12,224.92,224.92,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0119514","AssBase",2022-01-06,2022-01-14,2022-05-07,2022-05-07,203.54,203.54,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
"S22-0119618","AssBase",2022-07-12,2022-07-12,2022-08-18,2022-08-18,187.06,187.06,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0119712","AssBase",2022-01-26,2022-01-28,2022-04-05,2022-04-05,236.92,236.92,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0119887","AssBase",2022-08-03,2022-08-04,2022-09-04,2022-09-04,171.5,171.5,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0120158","AssBase",2022-08-19,2022-08-22,2023-01-18,2023-01-18,202.62,202.62,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0120333","AssBase",2022-07-04,2022-07-04,2022-11-01,2022-11-01,240.24,240.24,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0120600","AssBase",2022-11-11,2022-11-14,2023-02-11,2023-02-11,255.16,255.16,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0120774","AssBase",2022-07-26,2022-07-26,2022-07-26,2022-07-26,243.61,243.61,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0121487","AssBase",2022-04-16,2022-04-19,2022-09-11,2022-09-11,201.37,201.37,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0121601","AssBase",2022-12-21,2022-12-21,2023-01-01,2023-01-01,175.74,175.74,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0121845","AssBase",2022-12-09,2022-12-09,2023-03-10,2023-03-10,246,246,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0122009","AssBase",2022-07-02,2022-07-02,2022-08-07,2022-08-07,229.93,229.93,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0122046","AssBase",2022-08-08,2022-08-08,2022-08-08,2022-08-08,152.33,152.33,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0122100","AssBase",2022-08-21,2022-08-30,2022-11-18,2022-11-18,241.69,241.69,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1
"S22-0122148","AssBase",2022-08-30,2022-09-01,2022-10-10,2022-10-10,148.2,148.2,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0122233","AssBase",2022-08-22,2022-08-25,2023-01-21,2023-01-21,197.37,197.37,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0122412","AssBase",2022-09-15,2022-09-20,2022-10-29,2022-10-29,197.86,197.86,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S22-0122706","AssBase",2022-10-12,2022-10-16,2022-12-19,2022-12-19,245.13,245.13,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S22-0122808","AssBase",2022-11-24,2022-11-27,2022-12-24,2022-12-24,254.17,254.17,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0122869","AssBase",2022-08-14,2022-08-14,2022-10-20,2022-10-20,274.42,274.42,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0123031","AssBase",2022-07-08,2022-07-08,2022-09-07,2022-09-07,209.59,209.59,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0123093","AssBase",2022-01-24,2022-01-24,2022-09-13,2022-09-13,206.63,206.63,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0123123","AssBase",2022-01-01,2022-01-01,2022-07-09,2022-07-09,5812.77,5812.77,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0123317","AssBase",2022-07-09,2022-07-10,2022-08-07,2022-08-07,248.27,248.27,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0123385","AssBase",2022-08-13,2022-08-22,2022-08-22,2022-08-22,224.18,224.18,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1
"S22-0123460","AssBase",2022-06-21,2022-07-06,2022-07-06,2022-07-06,198.56,198.56,FALSE,FALSE,FALSE,FALSE,FALSE,15,1,1
"S22-0123546","AssBase",2022-01-20,2022-01-21,2022-04-12,2022-04-12,197.65,197.65,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0123681","AssBase",2022-07-11,2022-07-11,2022-08-28,2022-08-28,180.42,180.42,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0123941","AssBase",2022-07-30,2022-08-18,2022-10-30,2022-10-30,204.2,204.2,FALSE,FALSE,FALSE,FALSE,FALSE,19,1,1
"S22-0124409","AssBase",2022-08-08,2022-08-12,2022-11-09,2022-11-09,189.24,189.24,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S22-0124523","AssBase",2022-03-24,2022-03-25,2022-04-27,2022-04-27,223.48,223.48,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0125389","AssBase",2022-04-25,2022-04-28,2022-07-01,2022-07-01,145.15,145.15,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0125477","AssBase",2022-03-30,2022-03-30,2022-03-30,2022-03-30,288.12,288.12,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0125629","AssBase",2022-03-30,2022-04-02,2022-05-09,2022-05-09,203.1,203.1,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0126181","AssBase",2022-07-26,2022-07-26,2022-07-26,2022-07-26,165.88,165.88,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0126493","AssBase",2022-10-10,2022-10-10,2022-12-02,2022-12-02,201.28,201.28,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0126693","AssBase",2022-12-30,2022-12-30,2022-12-30,2022-12-30,185.72,185.72,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0126737","AssBase",2022-04-22,2022-04-24,2022-04-24,2022-04-24,138.18,138.18,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0126856","AssBase",2022-10-03,2022-10-06,2022-11-10,2022-11-10,168.43,168.43,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0127066","AssBase",2022-11-07,2022-11-13,2022-11-13,2022-11-13,221.69,221.69,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S22-0127275","AssBase",2022-06-09,2022-06-11,2022-09-08,2022-09-08,180.64,180.64,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0127383","AssBase",2022-08-13,2022-08-15,2022-10-13,2022-10-13,155.56,155.56,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0127571","AssBase",2022-01-21,2022-01-21,2023-03-20,2023-03-20,196.8,196.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0128385","AssBase",2022-05-21,2022-05-22,2023-02-27,2023-02-27,217.29,217.29,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0128489","AssBase",2022-09-30,2022-09-30,2022-10-08,2022-10-08,228.22,228.22,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0128724","AssBase",2022-06-20,2022-06-20,2022-07-15,2022-07-15,196.53,196.53,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0128738","AssBase",2022-05-10,2022-05-14,2022-05-14,2022-05-14,230.29,230.29,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S22-0128849","AssBase",2022-03-25,2022-03-26,2022-05-12,2022-05-12,185.42,185.42,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0128964","AssBase",2022-09-11,2022-09-13,2022-09-13,2022-09-13,200.56,200.56,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0128977","AssBase",2022-11-06,2022-11-25,2022-11-25,2022-11-25,250.1,250.1,FALSE,FALSE,FALSE,FALSE,FALSE,19,1,1
"S22-0129091","AssBase",2022-11-24,2022-11-26,2023-01-19,2023-01-19,205.81,205.81,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0129507","AssBase",2022-03-21,2022-03-21,2022-04-20,2022-04-20,215.75,215.75,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0129612","AssBase",2022-11-09,2022-11-11,2022-11-23,2022-11-23,236.53,236.53,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0130220","AssBase",2022-09-13,2022-09-13,2022-10-14,2022-10-14,219.02,219.02,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0130526","AssBase",2022-02-07,2022-02-10,2022-03-03,2022-03-03,221.79,221.79,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0131223","AssBase",2022-10-18,2022-10-25,2022-12-03,2022-12-03,215.54,215.54,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S22-0131533","AssBase",2022-06-20,2022-06-22,2022-06-22,2022-06-22,259.96,259.96,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0131906","AssBase",2022-12-22,2022-12-22,2023-06-17,2023-06-17,173.32,173.32,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0132130","AssBase",2022-05-09,2022-05-09,2022-05-09,2022-05-09,233.56,233.56,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0132256","AssBase",2022-09-14,2022-09-16,2022-09-23,2022-09-23,227.19,227.19,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0132414","AssBase",2022-04-25,2022-04-26,2022-05-25,2022-05-25,167.45,167.45,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0132634","AssBase",2022-02-24,2022-02-24,2022-03-11,2022-03-11,260.69,260.69,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0133010","AssBase",2022-11-26,2022-11-27,2022-12-20,2022-12-20,153.36,153.36,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0133095","AssBase",2022-07-30,2022-08-02,2022-08-14,2022-08-14,254.63,254.63,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0133228","AssBase",2022-02-03,2022-02-03,2022-03-07,2022-03-07,235.76,235.76,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0133368","AssBase",2022-07-04,2022-07-09,2022-07-26,2022-07-26,202.39,202.39,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S22-0133498","AssBase",2022-03-01,2022-03-06,2022-04-07,2022-04-07,186.28,186.28,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S22-0133645","AssBase",2022-07-06,2022-07-06,2022-08-14,2022-08-14,186.61,186.61,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0133726","AssBase",2022-08-02,2022-08-14,2022-09-22,2022-09-22,214.95,214.95,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1
"S22-0133784","AssBase",2022-03-16,2022-03-16,2022-04-14,2022-04-14,302.33,302.33,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0133826","AssBase",2022-01-05,2022-01-06,2022-03-07,2022-03-07,249.2,249.2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0133843","AssBase",2022-08-15,2022-08-15,2022-08-28,2022-08-28,268.06,268.06,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0133979","AssBase",2022-06-14,2022-06-15,2022-10-20,2022-10-20,170.88,170.88,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0134290","AssBase",2022-12-01,2022-12-02,2022-12-21,2022-12-21,154.49,154.49,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0134312","AssBase",2022-05-23,2022-05-26,2022-06-13,2022-06-13,5812.22,5812.22,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S22-0134439","AssBase",2022-03-22,2022-03-23,2022-04-19,2022-04-19,197.23,197.23,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S22-0134996","AssBase",2022-08-25,2022-08-31,2022-10-07,2022-10-07,204.65,204.65,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S22-0135279","AssBase",2022-02-18,2022-02-18,2022-04-09,2022-04-09,210.59,210.59,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0135549","AssBase",2022-01-02,2022-01-02,2022-02-25,2022-02-25,204.36,204.36,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0135572","AssBase",2022-11-23,2022-11-23,2022-11-23,2022-11-23,205.94,205.94,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0135745","AssBase",2022-09-13,2022-09-13,2023-01-31,2023-01-31,196.3,196.3,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S22-0135858","AssBase",2022-08-11,2022-08-13,2022-09-24,2022-09-24,260.83,260.83,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S22-0136240","AssBase",2022-09-13,2022-09-21,2022-12-13,2022-12-13,220.17,220.17,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
