"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé","idx_ct","idx_year","vh_immat","sit_start_date","sit_end_date","sit_expo","drv1age","drv1sex","drv1drive_licence_type","drv1drive_licence_age","vh_age","ct_frm","ct_ass_base","ct_ass0km","ct_ass_vhr","vh_segment","vh_marque","vh_energy","vh_weight","vh_din","vh_value","vh_group","vh_class","ct_usage","ct_km","ct_deduc","claims_ant","ct_insee","id1_ass_base","id1_ass0km","id1_ass_vhr","id2_ass_base","id2_ass0km","id2_ass_vhr","id3_ass_base","id3_ass0km","id3_ass_vhr","cot_ass_base","cot_ass0km","cot_ass_vhr","duree_contrat_jours","jeune_conducteur","cotisation_total","source_id"
"S22-1064763","AssBase","2022-11-23","2022-11-26","2022-11-26","2022-11-26",195.09,195.09,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003279113",2022,"EK-5384-MD","2022-01-01","2022-12-31",1,46,"H","Traditionnel",27.21,12,"Mini",1,0,0,"Citadine","Citroen","Diesel",2231,198,10278.6,7,3,"Pro","N",300,0,"72080","S22-1064763",NA,NA,NA,NA,NA,NA,NA,NA,51.3,0,0,364,0,51.3,"id1_ass_base"
"S22-1064806","AssBase","2022-10-07","2022-10-07","2022-10-26","2022-10-26",229.23,229.23,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003279141",2022,"AM-6298-ZS","2022-01-01","2022-12-31",1,56,"H","Cond Accompagnée",34.2,5.17,"Med2",1,1,0,"Familiale","Audi","Essence",1726,102,3417.6,6,2,"Pri","N",500,0,"39398","S22-1064806",NA,NA,NA,NA,NA,NA,NA,NA,62.49,40.75,0,364,0,103.24,"id1_ass_base"
"S22-1064912","AssBase","2022-02-10","2022-02-13","2022-03-02","2022-03-02",212.57,212.57,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003279205",2022,"JN-1300-HZ","2022-01-01","2022-12-31",1,58,"H","Traditionnel",40.01,10.9,"Mini",1,0,0,"SUV","Audi","Diesel",1820,173,11261.71,14,3,"Pri","N",500,1,"25198","S22-1064912",NA,NA,NA,NA,NA,NA,NA,NA,65.2,0,0,364,0,65.2,"id1_ass_base"
"S22-1065098","AssBase","2022-09-08","2022-09-10","2023-01-04","2023-01-04",175.16,175.16,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003279359",2022,"EZ-5959-AC","2022-01-01","2022-12-31",1,62,"F","Traditionnel",43.17,11.42,"Mini",1,0,0,"Compacte","Volkswagen","Essence",1584,134,4447.42,24,2,"Pri","N",200,0,"53216","S22-1065098",NA,NA,NA,NA,NA,NA,NA,NA,54.02,0,0,364,0,54.02,"id1_ass_base"
"S22-1065301","AssBase","2022-12-21","2022-12-22","2023-05-09","2023-05-09",244.4,244.4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003279511",2022,"EG-2404-LE","2022-01-01","2022-12-31",1,56,"H","Traditionnel",35.15,12.49,"Mini",1,0,0,"Familiale","Citroen","Diesel",906,76,12847.92,13,3,"Pro","N",300,0,"57750","S22-1065301",NA,NA,NA,NA,NA,NA,NA,NA,62.2,0,0,364,0,62.2,"id1_ass_base"
"S22-1065379","AssBase","2022-01-18","2022-01-22","2022-08-09","2022-08-09",168.65,168.65,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C003279577",2022,"HB-5602-JS","2022-01-01","2022-12-31",1,50,"H","Traditionnel",28.5,11.15,"Mini",1,0,0,"Citadine","Citroen","Essence",708,98,7851.87,16,3,"Pro","N",200,2,"84149","S22-1065379",NA,NA,NA,NA,NA,NA,NA,NA,56.9,0,0,364,0,56.9,"id1_ass_base"
"S22-1065443","AssBase","2022-12-15","2022-12-15","2022-12-15","2022-12-15",5806.59,5806.59,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003279621",2022,"HF-6979-SX","2022-01-01","2022-12-31",1,35,"H","Traditionnel",15.17,12.55,"Mini",1,0,0,"Familiale","Renault","Diesel",1284,137,7016.91,15,2,"Pri","O",300,0,"22325","S22-1065443",NA,NA,NA,NA,NA,NA,NA,NA,59.05,0,0,364,0,59.05,"id1_ass_base"
"S22-1065482","AssBase","2022-08-30","2022-08-30","2023-04-08","2023-04-08",239.52,239.52,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003279657",2022,"JB-2968-XJ","2022-01-01","2022-12-31",1,49,"H","Traditionnel",30.76,10.13,"Mini",1,0,0,"Citadine","Peugeot","Diesel",1669,108,6209.62,4,2,"Pri","N",200,2,"65325","S22-1065482",NA,NA,NA,NA,NA,NA,NA,NA,53.2,0,0,364,0,53.2,"id1_ass_base"
"S22-1065738","AssBase","2022-12-16","2022-12-17","2023-01-03","2023-01-03",221.73,221.73,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003279869",2022,"MD-0207-HM","2022-01-01","2022-12-31",1,57,"F","Traditionnel",35.26,9.17,"Mini",1,0,0,"Familiale","Renault","Electrique/Hybride",1395,155,7481.43,18,2,"Pri","N",200,0,"56215","S22-1065738",NA,NA,NA,NA,NA,NA,NA,NA,55.16,0,0,364,0,55.16,"id1_ass_base"
"S22-1065837","AssBase","2022-05-14","2022-05-15","2022-05-15","2022-05-15",202.18,202.18,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003279921",2022,"SJ-9532-GG","2022-01-01","2022-12-31",1,28,"F","Traditionnel",6.64,16.28,"Mini",1,0,0,"Citadine","Renault","Essence",1428,139,12387.76,12,3,"Pri","O",200,1,"69203","S22-1065837",NA,NA,NA,NA,NA,NA,NA,NA,58.9,0,0,364,0,58.9,"id1_ass_base"
"S22-1066075","AssBase","2022-03-22","2022-03-22","2023-11-14","2023-11-14",214.36,214.36,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003280098",2022,"NC-3256-CC","2022-01-01","2022-12-31",1,28,"H","Traditionnel",9.24,11.85,"Mini",1,0,0,"Citadine","Citroen","Essence",1201,74,14533.26,18,4,"Pro","N",300,0,"54325","S22-1066075",NA,NA,NA,NA,NA,NA,NA,NA,58.9,0,0,364,0,58.9,"id1_ass_base"
"S22-1066196","AssBase","2022-10-07","2022-10-10","2023-02-06","2023-02-06",173.14,173.14,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003280184",2022,"TS-5532-EB","2022-01-01","2022-12-31",1,45,"H","Traditionnel",24.04,17.99,"Mini",1,0,0,"Compacte","Volkswagen","Diesel",1469,143,3190.12,24,3,"Pri","N",400,0,"69234","S22-1066196",NA,NA,NA,NA,NA,NA,NA,NA,54.7,0,0,364,0,54.7,"id1_ass_base"
"S22-1066221","AssBase","2022-07-16","2022-07-17","2022-08-08","2022-08-08",217.6,217.6,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003280198",2022,"ST-8050-CJ","2022-01-01","2022-12-31",1,45,"F","Traditionnel",25.2,14.75,"Mini",1,0,0,"Compacte","Citroen","Essence",1222,156,11549.25,2,3,"Pri","O",500,0,"2694","S22-1066221",NA,NA,NA,NA,NA,NA,NA,NA,60.2,0,0,364,0,60.2,"id1_ass_base"
"S22-1066338","AssBase","2022-03-04","2022-03-05","2022-05-25","2022-05-25",167.51,167.51,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003280287",2022,"QQ-2640-BX","2022-01-01","2022-12-31",1,56,"H","Traditionnel",35.7,10.35,"Mini",1,0,0,"Citadine","Autre","Electrique/Hybride",1470,71,4608,3,2,"Pri","N",400,2,"68249","S22-1066338",NA,NA,NA,NA,NA,NA,NA,NA,51.3,0,0,364,0,51.3,"id1_ass_base"
"S22-1066394","AssBase","2022-03-14","2022-03-14","2022-05-01","2022-05-01",202.64,202.64,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003280328",2022,"XK-4531-JC","2022-01-01","2022-12-31",1,40,"H","Traditionnel",17.95,13.04,"Mini",1,0,0,"Compacte","Renault","Essence",1075,123,9588.08,7,3,"Pri","N",200,0,"91315","S22-1066394",NA,NA,NA,NA,NA,NA,NA,NA,58.9,0,0,364,0,58.9,"id1_ass_base"
"S22-1066453","AssBase","2022-10-17","2022-10-18","2022-10-18","2022-10-18",176.14,176.14,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003280375",2022,"HG-8396-DP","2022-01-01","2022-12-31",1,58,"F","Traditionnel",37.01,10.43,"Mini",1,0,0,"Compacte","Citroen","Essence",1001,56,5321.33,6,2,"Pri","O",200,0,"58178","S22-1066453",NA,NA,NA,NA,NA,NA,NA,NA,55,0,0,364,0,55,"id1_ass_base"
"S22-1066558","AssBase","2022-03-09","2022-03-10","2022-04-23","2022-04-23",165.21,165.21,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003280445",2022,"JC-9296-XJ","2022-01-01","2022-12-31",1,60,"F","Traditionnel",39.29,10.3,"Med2",1,0,0,"Citadine","Citroen","Essence",1449,250,18283.39,28,4,"Pro","N",200,0,"7309","S22-1066558",NA,NA,NA,NA,NA,NA,NA,NA,60.49,0,0,364,0,60.49,"id1_ass_base"
"S22-1066630","AssBase","2022-02-06","2022-02-10","2022-03-09","2022-03-09",223.48,223.48,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C003280509",2022,"YF-7226-RZ","2022-01-01","2022-12-31",1,38,"F","Traditionnel",16.51,11.95,"Maxi",1,1,1,"Citadine","Renault","Diesel",1194,206,21366.32,27,4,"Pri","N",400,0,"1069","S22-1066630",NA,NA,NA,NA,NA,NA,NA,NA,81.82,47.9,47.41,364,0,177.13,"id1_ass_base"
"S22-1066801","AssBase","2022-12-06","2022-12-07","2023-03-13","2023-03-13",167.97,167.97,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003280632",2022,"RZ-0485-AN","2022-01-01","2022-12-31",1,57,"F","Traditionnel",36.15,4.67,"Maxi",1,1,1,"Compacte","Peugeot","Diesel",1124,87,6244.85,7,2,"Pri","N",300,2,"29186","S22-1066801",NA,NA,NA,NA,NA,NA,NA,NA,56.39,36.2,35.91,364,0,128.5,"id1_ass_base"
"S22-1066866","AssBase","2022-04-20","2022-04-22","2022-06-21","2022-06-21",182.4,182.4,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003280675",2022,"FP-6457-CC","2022-01-01","2022-12-31",1,48,"F","Traditionnel",30.05,11.52,"Mini",1,0,0,"Citadine","Seat","Essence",1250,83,11954.82,3,3,"Pro","N",200,1,"51054","S22-1066866",NA,NA,NA,NA,NA,NA,NA,NA,58.9,0,0,364,0,58.9,"id1_ass_base"
"S22-1067023","AssBase","2022-05-01","2022-05-01","2022-06-03","2022-06-03",207.31,207.31,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003280783",2022,"AZ-1882-JP","2022-01-01","2022-12-31",1,33,"H","Traditionnel",14.39,7.78,"Maxi",1,1,1,"Citadine","Autre","Essence",1322,275,22143.58,25,4,"Pri","N",200,0,"39153","S22-1067023",NA,NA,NA,NA,NA,NA,NA,NA,75.54,45.01,44.56,364,0,165.11,"id1_ass_base"
"S22-1067241","AssBase","2022-10-25","2022-11-08","2023-07-03","2023-07-03",243.64,243.64,FALSE,FALSE,FALSE,FALSE,FALSE,14,1,1,"C003280957",2022,"MT-4439-PA","2022-01-01","2022-12-31",1,50,"H","Traditionnel",30.87,13.57,"Mini",1,0,0,"Compacte","Autre","Essence",1277,80,7987.78,6,3,"Pri","O",400,0,"32004","S22-1067241",NA,NA,NA,NA,NA,NA,NA,NA,54.34,0,0,364,0,54.34,"id1_ass_base"
"S22-1067332","AssBase","2022-12-06","2022-12-06","2022-12-06","2022-12-06",211.57,211.57,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003281038",2022,"RT-4849-HT","2022-01-01","2022-12-31",1,63,"F","Traditionnel",43.72,15.41,"Mini",1,0,0,"Citadine","Autre","Essence",1595,103,19330.49,14,4,"Pri","N",200,2,"41188","S22-1067332",NA,NA,NA,NA,NA,NA,NA,NA,59.28,0,0,364,0,59.28,"id1_ass_base"
"S22-1067520","AssBase","2022-02-24","2022-02-24","2022-03-27","2022-03-27",325.04,325.04,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003281191",2022,"DA-1530-NM","2022-01-01","2022-12-31",1,34,"H","Traditionnel",12.65,14.35,"Mini",1,0,0,"Familiale","Citroen","Electrique/Hybride",1913,141,5855.36,18,3,"Pri","N",400,0,"81111","S22-1067520",NA,NA,NA,NA,NA,NA,NA,NA,57.88,0,0,364,0,57.88,"id1_ass_base"
"S22-1067600","AssBase","2022-10-28","2022-10-30","2023-01-31","2023-01-31",170.49,170.49,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003281250",2022,"ZN-3216-MH","2022-01-01","2022-12-31",1,60,"H","Traditionnel",39.97,19.57,"Mini",1,0,0,"Citadine","BMW","Essence",1059,125,11409.98,23,2,"Pri","N",200,0,"47178","S22-1067600",NA,NA,NA,NA,NA,NA,NA,NA,54.34,0,0,364,0,54.34,"id1_ass_base"
"S22-1067650","AssBase","2022-01-15","2022-01-15","2022-04-07","2022-04-07",173.8,173.8,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003281282",2022,"HK-9898-AH","2022-01-01","2022-12-31",1,60,"H","Traditionnel",39.01,21.64,"Mini",1,0,0,"Familiale","Autre","Diesel",1236,158,12823.15,4,3,"Pri","N",200,0,"95141","S22-1067650",NA,NA,NA,NA,NA,NA,NA,NA,64.36,0,0,364,0,64.36,"id1_ass_base"
"S22-1067726","AssBase","2022-10-10","2022-10-12","2022-11-26","2022-11-26",285.25,285.25,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003281353",2022,"XK-0500-MK","2022-01-01","2022-12-31",1,67,"H","Traditionnel",47.97,9.66,"Mini",1,0,0,"SUV","Citroen","Diesel",1735,234,23192.72,21,3,"Pri","N",200,1,"47316","S22-1067726",NA,NA,NA,NA,NA,NA,NA,NA,66.06,0,0,364,0,66.06,"id1_ass_base"
"S22-1067761","AssBase","2022-06-24","2022-06-24","2022-06-24","2022-06-24",162.65,162.65,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003281388",2022,"RD-2965-HA","2022-01-01","2022-12-31",1,44,"H","Traditionnel",24.23,7.27,"Mini",1,0,0,"Compacte","Renault","Essence",1193,151,4955.27,15,3,"Pri","N",200,0,"27212","S22-1067761",NA,NA,NA,NA,NA,NA,NA,NA,50.62,0,0,364,0,50.62,"id1_ass_base"
"S22-1067816","AssBase","2022-10-08","2022-10-08","2022-10-15","2022-10-15",216.89,216.89,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003281435",2022,"ZY-7372-BR","2022-01-01","2022-12-31",1,37,"F","Traditionnel",16.05,15.96,"Mini",1,0,0,"Citadine","Peugeot","Essence",1244,55,13121.22,4,3,"Pro","N",300,0,"80145","S22-1067816",NA,NA,NA,NA,NA,NA,NA,NA,58.14,0,0,364,0,58.14,"id1_ass_base"
"S22-1067942","AssBase","2022-08-12","2022-08-12","2023-08-11","2023-08-11",197.46,197.46,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003281533",2022,"HR-0745-GA","2022-01-01","2022-12-31",1,23,"F","Cond Accompagnée",3.75,12.81,"Mini",1,0,0,"Compacte","Mercedes Benz","Diesel",1279,108,12174.83,17,2,"Pro","N",300,0,"37246","S22-1067942",NA,NA,NA,NA,NA,NA,NA,NA,60.2,0,0,364,1,60.2,"id1_ass_base"
"S22-1068223","AssBase","2022-07-13","2022-07-13","2022-07-13","2022-07-13",253.5,253.5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003281732",2022,"FK-9231-XG","2022-01-01","2022-12-31",1,45,"H","Traditionnel",24.4,5.92,"Maxi",1,1,1,"Citadine","Peugeot","Essence",1129,98,16780.71,8,4,"Pri","N",200,0,"68286","S22-1068223",NA,NA,NA,NA,NA,NA,NA,NA,78.64,46.43,45.97,364,0,171.04,"id1_ass_base"
"S22-1068510","AssBase","2022-08-09","2022-08-17","2022-09-26","2022-09-26",218.93,218.93,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,"C003281917",2022,"YX-0131-KZ","2022-01-01","2022-12-31",1,64,"H","Traditionnel",42.57,14.28,"Mini",1,0,0,"Compacte","Citroen","Electrique/Hybride",1552,119,12571.6,11,3,"Pri","N",300,0,"78076","S22-1068510",NA,NA,NA,NA,NA,NA,NA,NA,61,0,0,364,0,61,"id1_ass_base"
"S22-1068723","AssBase","2022-01-05","2022-01-07","2022-03-08","2022-03-08",223.11,223.11,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003282087",2022,"QQ-0687-QR","2022-01-01","2022-12-31",1,29,"H","Cond Accompagnée",10.55,6.19,"Maxi",1,0,0,"Compacte","Mercedes Benz","Diesel",1818,199,21203.1,24,4,"Pri","N",200,0,"89308","S22-1068723",NA,NA,NA,NA,NA,NA,NA,NA,66.38,0,0,364,0,66.38,"id1_ass_base"
"S22-1068749","AssBase","2022-03-19","2022-03-19","2022-04-11","2022-04-11",182.35,182.35,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003282117",2022,"RG-3823-FB","2022-01-01","2022-12-31",1,60,"H","Cond Accompagnée",39.91,6.86,"Maxi",1,1,1,"Compacte","Citroen","Diesel",1349,94,11576.17,7,3,"Pri","N",500,1,"76433","S22-1068749",NA,NA,NA,NA,NA,NA,NA,NA,79.38,46.77,46.3,364,0,172.45,"id1_ass_base"
"S22-1069428","AssBase","2022-08-26","2022-08-28","2023-02-03","2023-02-03",162.03,162.03,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003282625",2022,"EM-5854-MA","2022-01-01","2022-12-31",1,60,"H","Traditionnel",41.89,9.23,"Mini",1,0,0,"Familiale","Renault","Essence",1711,134,13615.33,6,3,"Pri","N",300,0,"72129","S22-1069428",NA,NA,NA,NA,NA,NA,NA,NA,63.5,0,0,364,0,63.5,"id1_ass_base"
"S22-1069688","AssBase","2022-03-18","2022-03-24","2022-11-30","2022-11-30",235.75,235.75,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,"C003282861",2022,"YZ-2982-EB","2022-01-01","2022-12-31",1,52,"F","Traditionnel",33.47,18.21,"Mini",1,0,0,"SUV","Autre","Essence",1633,241,13205.21,18,3,"Pri","N",400,0,"73048","S22-1069688",NA,NA,NA,NA,NA,NA,NA,NA,65.2,0,0,364,0,65.2,"id1_ass_base"
"S22-1069708","AssBase","2022-02-04","2022-02-08","2022-02-08","2022-02-08",5732.46,5732.46,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C003282871",2022,"NH-1393-DE","2022-01-01","2022-12-31",1,59,"H","Traditionnel",38.42,8.46,"Mini",1,0,0,"SUV","Peugeot","Diesel",1615,236,17704.48,20,3,"Pri","N",200,0,"21164","S22-1069708",NA,NA,NA,NA,NA,NA,NA,NA,65.64,0,0,364,0,65.64,"id1_ass_base"
"S22-1069745","AssBase","2022-08-06","2022-08-07","2022-09-15","2022-09-15",178.98,178.98,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003282902",2022,"KF-6868-HT","2022-01-01","2022-12-31",1,35,"H","Cond Accompagnée",14.02,11.14,"Mini",1,0,0,"Citadine","Peugeot","Electrique/Hybride",1437,211,15462.77,28,3,"Pri","N",400,0,"29046","S22-1069745",NA,NA,NA,NA,NA,NA,NA,NA,55.25,0,0,364,0,55.25,"id1_ass_base"
"S22-1069774","AssBase","2022-05-09","2022-05-11","2022-05-11","2022-05-11",218.02,218.02,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003282907",2022,"NP-6304-QC","2022-01-01","2022-12-31",1,24,"H","Traditionnel",5.29,9.52,"Mini",1,0,0,"SUV","Citroen","Electrique/Hybride",1870,147,13182.9,16,3,"Pri","N",400,0,"10189","S22-1069774",NA,NA,NA,NA,NA,NA,NA,NA,59.92,0,0,364,1,59.92,"id1_ass_base"
"S22-1070200","AssBase","2022-05-23","2022-05-24","2022-07-12","2022-07-12",142.65,142.65,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003283241",2022,"RR-1740-HS","2022-01-01","2022-12-31",1,55,"H","Traditionnel",35.42,11.96,"Med1",1,1,1,"Citadine","Dacia","Diesel",1677,143,7378.43,11,2,"Pro","N",300,0,"76586","S22-1070200","S22-2341972",NA,NA,NA,NA,NA,NA,NA,70.62,42.75,42.34,364,0,155.71,"id1_ass_base"
"S22-1070216","AssBase","2022-03-11","2022-03-12","2022-04-12","2022-04-12",236.2,236.2,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003283252",2022,"ZF-1569-MZ","2022-01-01","2022-12-31",1,33,"H","Traditionnel",14.33,12.65,"Mini",1,0,0,"Citadine","Renault","Diesel",1539,175,10968.19,12,3,"Pro","N",500,1,"25220","S22-1070216",NA,NA,NA,NA,NA,NA,NA,NA,58.14,0,0,364,0,58.14,"id1_ass_base"
"S22-1070234","AssBase","2022-02-14","2022-02-17","2022-05-06","2022-05-06",203.89,203.89,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003283263",2022,"MC-8726-JB","2022-01-01","2022-12-31",1,57,"H","Traditionnel",37.8,10.47,"Mini",1,0,0,"Compacte","Peugeot","Essence",1231,120,7930.63,10,3,"Pri","N",400,1,"14721","S22-1070234",NA,NA,NA,NA,NA,NA,NA,NA,58.9,0,0,364,0,58.9,"id1_ass_base"
"S22-1070438","AssBase","2022-02-05","2022-02-05","2022-02-17","2022-02-17",205.69,205.69,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003283402",2022,"DD-5935-ZC","2022-01-01","2022-12-31",1,60,"H","Cond Accompagnée",37.94,14.88,"Mini",1,0,0,"Citadine","Renault","Diesel",1504,95,19650.7,13,4,"Pro","N",200,1,"10371","S22-1070438",NA,NA,NA,NA,NA,NA,NA,NA,61.29,0,0,364,0,61.29,"id1_ass_base"
"S22-1070472","AssBase","2022-01-02","2022-01-03","2022-01-03","2022-01-03",216.96,216.96,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003283422",2022,"CH-6718-JB","2022-01-01","2022-12-31",1,25,"F","Cond Accompagnée",5.42,9.99,"Mini",1,0,0,"Citadine","Peugeot","Essence",1768,206,26264.92,2,4,"Pri","N",200,0,"32367","S22-1070472",NA,NA,NA,NA,NA,NA,NA,NA,64.6,0,0,364,1,64.6,"id1_ass_base"
"S22-1070966","AssBase","2022-09-04","2022-09-09","2023-02-21","2023-02-21",169.91,169.91,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,"C003283777",2022,"GB-9836-MN","2022-01-01","2022-12-31",1,42,"H","Cond Accompagnée",22.04,8.71,"Maxi",1,0,0,"Citadine","Renault","Essence",769,75,13643.22,8,3,"Pri","N",500,0,"27560","S22-1070966",NA,NA,NA,NA,NA,NA,NA,NA,58.14,0,0,364,0,58.14,"id1_ass_base"
"S22-1071301","AssBase","2022-08-20","2022-08-21","2022-09-22","2022-09-22",202.38,202.38,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003284042",2022,"MX-2649-QE","2022-01-01","2022-12-31",1,37,"H","Traditionnel",17.82,10.28,"Mini",1,0,0,"Citadine","Peugeot","Electrique/Hybride",1498,121,20919.28,7,3,"Pri","N",200,2,"67218","S22-1071301",NA,NA,NA,NA,NA,NA,NA,NA,56.15,0,0,364,0,56.15,"id1_ass_base"
"S22-1071669","AssBase","2022-05-05","2022-05-05","2022-07-28","2022-07-28",247.58,247.58,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003284301",2022,"QY-6458-MP","2022-01-01","2022-12-31",1,40,"H","Traditionnel",17.7,10.1,"Med1",1,1,0,"SUV","Renault","Essence",1433,177,14581.01,24,3,"Pri","O",200,0,"53125","S22-1071669",NA,NA,NA,NA,NA,NA,NA,NA,69.6,44.3,0,364,0,113.9,"id1_ass_base"
"S22-1071697","AssBase","2022-07-28","2022-07-28","2022-08-28","2022-08-28",180.45,180.45,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003284317",2022,"DZ-7107-QH","2022-01-01","2022-12-31",1,48,"F","Traditionnel",27.63,16.68,"Mini",1,0,0,"Citadine","Renault","Diesel",1342,148,10744.92,9,3,"Pro","N",200,2,"28389","S22-1071697",NA,NA,NA,NA,NA,NA,NA,NA,58.9,0,0,364,0,58.9,"id1_ass_base"
"S22-1071864","AssBase","2022-05-11","2022-05-11","2022-06-04","2022-06-04",182.89,182.89,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003284443",2022,"CT-2759-NR","2022-01-01","2022-12-31",1,52,"H","Traditionnel",31.27,9.8,"Mini",1,0,0,"Familiale","Toyota","Electrique/Hybride",1678,177,9785.21,25,3,"Pri","N",200,0,"32386","S22-1071864",NA,NA,NA,NA,NA,NA,NA,NA,57.17,0,0,364,0,57.17,"id1_ass_base"
"S22-1071915","AssBase","2022-04-09","2022-04-10","2022-05-04","2022-05-04",183.52,183.52,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003284472",2022,"AX-6926-AA","2022-01-01","2022-12-31",1,31,"H","Traditionnel",9.3,14.82,"Mini",1,0,0,"Citadine","Volkswagen","Diesel",1380,205,10461.93,23,3,"Pri","N",200,0,"52493","S22-1071915",NA,NA,NA,NA,NA,NA,NA,NA,57,0,0,364,0,57,"id1_ass_base"
"S22-1072048","AssBase","2022-04-08","2022-04-20","2022-05-06","2022-05-06",5924.5,5924.5,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1,"C003284579",2022,"ZQ-5229-NA","2022-01-01","2022-12-31",1,28,"H","Cond Accompagnée",9.57,10.72,"Mini",1,0,0,"SUV","Renault","Diesel",1306,143,16141.29,18,4,"Pri","N",200,0,"28253","S22-1072048",NA,NA,NA,NA,NA,NA,NA,NA,67.97,0,0,364,0,67.97,"id1_ass_base"
"S22-1072186","AssBase","2022-02-22","2022-02-23","2022-05-12","2022-05-12",5751.29,5751.29,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003284681",2022,"SA-4293-ZL","2022-01-01","2022-12-31",1,35,"F","Cond Accompagnée",17.07,11.71,"Mini",1,0,0,"SUV","Toyota","Essence",1443,59,3214.9,1,2,"Pri","N",300,1,"2076","S22-1072186",NA,NA,"S22-4891141",NA,NA,NA,NA,NA,58.27,0,0,364,0,58.27,"id1_ass_base"
"S22-1072268","AssBase","2022-08-06","2022-08-06","2022-11-03","2022-11-03",197.52,197.52,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003284749",2022,"FX-4999-BC","2022-01-01","2022-12-31",1,29,"H","Traditionnel",8.85,7.47,"Maxi",1,0,0,"Citadine","Toyota","Diesel",1409,128,9539.73,23,3,"Pri","N",500,2,"9122","S22-1072268",NA,NA,NA,NA,NA,NA,NA,NA,51.49,0,0,364,0,51.49,"id1_ass_base"
"S22-1072615","AssBase","2022-08-31","2022-08-31","2022-09-07","2022-09-07",250.33,250.33,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003284962",2022,"AG-1848-DB","2022-01-01","2022-12-31",1,69,"F","Cond Accompagnée",50.03,11.53,"Mini",1,0,0,"Familiale","Peugeot","Electrique/Hybride",1148,103,2741.66,7,2,"Pri","N",200,1,"55120","S22-1072615",NA,NA,NA,NA,NA,NA,NA,NA,55.72,0,0,364,0,55.72,"id1_ass_base"
